
 source | day        | time                     | humidity | light | temperaturecheck | temperaturein | temperatureout
--------+------------+--------------------------+----------+-------+------------------+---------------+----------------
      G | 2015-04-04 | 2015-04-04 22:50:03+0200 |     57.0 |     0 |              8.0 |          5.46 |           5.52
      G | 2015-04-04 | 2015-04-04 22:49:49+0200 |     57.0 |     0 |              8.0 |          5.46 |           5.52
      G | 2015-04-04 | 2015-04-04 22:49:38+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:49:28+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:49:17+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:49:07+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:48:57+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:48:47+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:48:36+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:48:26+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:48:16+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:48:05+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:47:55+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:47:45+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:47:35+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:47:24+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:47:14+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.62
      G | 2015-04-04 | 2015-04-04 22:47:04+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.62
      G | 2015-04-04 | 2015-04-04 22:46:53+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.62
      G | 2015-04-04 | 2015-04-04 22:46:43+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:42:58+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:42:48+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:42:38+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:42:28+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:42:17+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.52
      G | 2015-04-04 | 2015-04-04 22:42:07+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:41:57+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:41:46+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:41:36+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:41:26+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.33
      G | 2015-04-04 | 2015-04-04 22:41:16+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:41:05+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:40:55+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:40:45+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:40:34+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:40:24+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:40:14+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:40:04+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:39:53+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:39:43+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:39:33+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.33
      G | 2015-04-04 | 2015-04-04 22:39:22+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.42
      G | 2015-04-04 | 2015-04-04 22:39:12+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.33
      G | 2015-04-04 | 2015-04-04 22:39:02+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.33
      G | 2015-04-04 | 2015-04-04 22:38:51+0200 |     57.0 |     0 |              8.0 |          5.55 |           5.33
      G | 2015-04-04 | 2015-04-04 22:38:41+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:38:31+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:38:20+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:38:10+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.23
      G | 2015-04-04 | 2015-04-04 22:38:00+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:37:50+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:37:39+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:37:29+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:37:19+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.52
      G | 2015-04-04 | 2015-04-04 22:37:08+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.52
      G | 2015-04-04 | 2015-04-04 22:36:58+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.52
      G | 2015-04-04 | 2015-04-04 22:36:48+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:36:37+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:36:27+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:36:17+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:36:06+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:35:56+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:35:46+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:35:36+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:35:25+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:35:15+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:35:05+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:34:54+0200 |     57.0 |     0 |              8.0 |          5.74 |           5.42
      G | 2015-04-04 | 2015-04-04 22:34:44+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:34:34+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:34:23+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:34:13+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:34:03+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:33:53+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:33:42+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:33:32+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:33:22+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:33:11+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:33:01+0200 |     57.0 |     0 |              8.0 |          5.74 |           5.42
      G | 2015-04-04 | 2015-04-04 22:32:51+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.52
      G | 2015-04-04 | 2015-04-04 22:32:40+0200 |     57.0 |     0 |              8.0 |          5.74 |           5.42
      G | 2015-04-04 | 2015-04-04 22:32:30+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:32:20+0200 |     57.0 |     0 |              8.0 |          5.74 |           5.42
      G | 2015-04-04 | 2015-04-04 22:32:10+0200 |     57.0 |     0 |              8.0 |          5.74 |           5.33
      G | 2015-04-04 | 2015-04-04 22:31:59+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:31:49+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:31:39+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.23
      G | 2015-04-04 | 2015-04-04 22:31:28+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.23
      G | 2015-04-04 | 2015-04-04 22:31:18+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.23
      G | 2015-04-04 | 2015-04-04 22:31:08+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.23
      G | 2015-04-04 | 2015-04-04 22:30:58+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.23
      G | 2015-04-04 | 2015-04-04 22:30:47+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.23
      G | 2015-04-04 | 2015-04-04 22:30:37+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.23
      G | 2015-04-04 | 2015-04-04 22:30:27+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:30:16+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:30:06+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.23
      G | 2015-04-04 | 2015-04-04 22:29:56+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.23
      G | 2015-04-04 | 2015-04-04 22:29:45+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:29:35+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:29:25+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:29:15+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.33
      G | 2015-04-04 | 2015-04-04 22:29:04+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:28:54+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
      G | 2015-04-04 | 2015-04-04 22:28:44+0200 |     57.0 |     0 |              8.0 |          5.65 |           5.42
