
 source | day        | time                     | humidity | light | temperaturecheck | temperaturein | temperatureout
--------+------------+--------------------------+----------+-------+------------------+---------------+----------------
      G | 2015-04-19 | 2015-04-20 01:59:53+0200 |     32.0 |     0 |              8.0 |          6.03 |           -0.7
      G | 2015-04-19 | 2015-04-20 01:59:43+0200 |     32.0 |     0 |              8.0 |          6.03 |          -0.92
      G | 2015-04-19 | 2015-04-20 01:59:33+0200 |     32.0 |     0 |              8.0 |          6.13 |           -0.7
      G | 2015-04-19 | 2015-04-20 01:59:22+0200 |     32.0 |     0 |              8.0 |          6.03 |          -0.39
      G | 2015-04-19 | 2015-04-20 01:59:12+0200 |     32.0 |     0 |              8.0 |          6.03 |          -0.49
      G | 2015-04-19 | 2015-04-20 01:59:02+0200 |     32.0 |     0 |              8.0 |          5.94 |          -0.17
      G | 2015-04-19 | 2015-04-20 01:58:51+0200 |     32.0 |     0 |              8.0 |          6.03 |          -0.49
      G | 2015-04-19 | 2015-04-20 01:58:41+0200 |     32.0 |     0 |              8.0 |          5.94 |          -0.07
      G | 2015-04-19 | 2015-04-20 01:58:31+0200 |     32.0 |     0 |              8.0 |          6.13 |           0.14
      G | 2015-04-19 | 2015-04-20 01:58:21+0200 |     32.0 |     0 |              8.0 |          5.94 |          -0.07
      G | 2015-04-19 | 2015-04-20 01:58:10+0200 |     32.0 |     0 |              8.0 |          6.22 |           0.14
      G | 2015-04-19 | 2015-04-20 01:58:00+0200 |     32.0 |     0 |              8.0 |          5.84 |          -0.28
      G | 2015-04-19 | 2015-04-20 01:57:50+0200 |     32.0 |     0 |              8.0 |          6.13 |           0.04
      G | 2015-04-19 | 2015-04-20 01:57:39+0200 |     32.0 |     0 |              8.0 |          5.84 |          -0.07
      G | 2015-04-19 | 2015-04-20 01:57:29+0200 |     32.0 |     0 |              8.0 |          5.94 |          -0.07
      G | 2015-04-19 | 2015-04-20 01:57:19+0200 |     32.0 |     0 |              8.0 |          5.94 |           0.14
      G | 2015-04-19 | 2015-04-20 01:57:09+0200 |     32.0 |     0 |              8.0 |          6.03 |           0.14
      G | 2015-04-19 | 2015-04-20 01:56:58+0200 |     32.0 |     0 |              8.0 |          5.84 |           0.24
      G | 2015-04-19 | 2015-04-20 01:56:48+0200 |     32.0 |     0 |              8.0 |          5.94 |           0.35
      G | 2015-04-19 | 2015-04-20 01:56:38+0200 |     32.0 |     0 |              8.0 |          5.94 |           0.35
      G | 2015-04-19 | 2015-04-20 01:56:27+0200 |     32.0 |     0 |              8.0 |          6.03 |           0.14
      G | 2015-04-19 | 2015-04-20 01:56:17+0200 |     32.0 |     0 |              8.0 |          5.94 |           0.14
      G | 2015-04-19 | 2015-04-20 01:56:07+0200 |     32.0 |     0 |              8.0 |          6.13 |          -0.28
      G | 2015-04-19 | 2015-04-20 01:55:57+0200 |     32.0 |     0 |              8.0 |          5.94 |          -0.07
      G | 2015-04-19 | 2015-04-20 01:55:46+0200 |     32.0 |     0 |              8.0 |          6.03 |          -0.07
      G | 2015-04-19 | 2015-04-20 01:55:36+0200 |     32.0 |     0 |              8.0 |          6.13 |          -0.17
      G | 2015-04-19 | 2015-04-20 01:55:26+0200 |     32.0 |     0 |              8.0 |          5.94 |           0.14
      G | 2015-04-19 | 2015-04-20 01:55:15+0200 |     32.0 |     0 |              8.0 |          6.13 |           0.24
      G | 2015-04-19 | 2015-04-20 01:55:05+0200 |     32.0 |     0 |              8.0 |          6.03 |          -0.07
      G | 2015-04-19 | 2015-04-20 01:54:55+0200 |     32.0 |     0 |              8.0 |          6.03 |          -0.07
      G | 2015-04-19 | 2015-04-20 01:54:45+0200 |     32.0 |     0 |              8.0 |          6.03 |           0.14
      G | 2015-04-19 | 2015-04-20 01:54:34+0200 |     32.0 |     0 |              8.0 |          6.13 |           0.14
      G | 2015-04-19 | 2015-04-20 01:54:24+0200 |     32.0 |     0 |              8.0 |          5.94 |           0.24
      G | 2015-04-19 | 2015-04-20 01:54:14+0200 |     32.0 |     0 |              8.0 |          6.03 |          -0.07
      G | 2015-04-19 | 2015-04-20 01:54:03+0200 |     32.0 |     0 |              8.0 |          6.03 |           0.04
      G | 2015-04-19 | 2015-04-20 01:53:53+0200 |     32.0 |     0 |              8.0 |          6.03 |           0.45
      G | 2015-04-19 | 2015-04-20 01:53:43+0200 |     32.0 |     0 |              8.0 |          5.94 |           0.35
      G | 2015-04-19 | 2015-04-20 01:53:32+0200 |     32.0 |     0 |              8.0 |          5.94 |           0.35
      G | 2015-04-19 | 2015-04-20 01:53:22+0200 |     32.0 |     0 |              8.0 |          6.03 |           0.35
      G | 2015-04-19 | 2015-04-20 01:53:12+0200 |     32.0 |     0 |              8.0 |          5.94 |           0.35
      G | 2015-04-19 | 2015-04-20 01:53:02+0200 |     32.0 |     0 |              8.0 |          6.03 |           0.24
      G | 2015-04-19 | 2015-04-20 01:52:51+0200 |     32.0 |     0 |              8.0 |          5.94 |           0.45
      G | 2015-04-19 | 2015-04-20 01:52:41+0200 |     32.0 |     0 |              8.0 |          6.03 |           0.45
      G | 2015-04-19 | 2015-04-20 01:52:31+0200 |     32.0 |     0 |              8.0 |          6.03 |           0.45
