
 source | day        | time                     | humidity | light | temperaturecheck | temperaturein | temperatureout
--------+------------+--------------------------+----------+-------+------------------+---------------+----------------
      G | 2015-04-17 | 2015-04-18 01:59:59+0200 |     62.0 |     0 |             13.0 |         12.49 |           8.89
      G | 2015-04-17 | 2015-04-18 01:59:48+0200 |     62.0 |     0 |             13.0 |          12.4 |           8.89
      G | 2015-04-17 | 2015-04-18 01:59:38+0200 |     62.0 |     0 |             13.0 |          12.4 |           8.89
      G | 2015-04-17 | 2015-04-18 01:59:27+0200 |     62.0 |     0 |             13.0 |          12.4 |           8.79
      G | 2015-04-17 | 2015-04-18 01:59:17+0200 |     62.0 |     0 |             13.0 |          12.4 |           8.79
      G | 2015-04-17 | 2015-04-18 01:59:07+0200 |     62.0 |     0 |             13.0 |          12.4 |           8.79
      G | 2015-04-17 | 2015-04-18 01:58:56+0200 |     62.0 |     0 |             13.0 |          12.4 |           8.79
      G | 2015-04-17 | 2015-04-18 01:58:46+0200 |     62.0 |     0 |             13.0 |          12.4 |            8.7
      G | 2015-04-17 | 2015-04-18 01:58:36+0200 |     62.0 |     0 |             13.0 |          12.4 |            8.7
      G | 2015-04-17 | 2015-04-18 01:58:25+0200 |     62.0 |     0 |             13.0 |          12.4 |           8.61
      G | 2015-04-17 | 2015-04-18 01:58:15+0200 |     63.0 |     0 |             13.0 |         12.49 |           8.61
      G | 2015-04-17 | 2015-04-18 01:58:05+0200 |     63.0 |     0 |             13.0 |          12.4 |           8.61
      G | 2015-04-17 | 2015-04-18 01:57:54+0200 |     63.0 |     0 |             13.0 |          12.4 |           8.61
      G | 2015-04-17 | 2015-04-18 01:57:44+0200 |     63.0 |     0 |             13.0 |         12.49 |           8.61
      G | 2015-04-17 | 2015-04-18 01:57:34+0200 |     63.0 |     0 |             13.0 |         12.49 |            8.7
      G | 2015-04-17 | 2015-04-18 01:57:23+0200 |     63.0 |     0 |             13.0 |          12.4 |            8.7
      G | 2015-04-17 | 2015-04-18 01:57:13+0200 |     63.0 |     0 |             13.0 |          12.4 |           8.61
      G | 2015-04-17 | 2015-04-18 01:57:02+0200 |     63.0 |     0 |             13.0 |          12.4 |           8.61
      G | 2015-04-17 | 2015-04-18 01:56:52+0200 |     63.0 |     0 |             13.0 |          12.4 |            8.7
      G | 2015-04-17 | 2015-04-18 01:56:42+0200 |     63.0 |     0 |             13.0 |         12.49 |            8.7
      G | 2015-04-17 | 2015-04-18 01:56:31+0200 |     63.0 |     0 |             13.0 |         12.49 |            8.7
      G | 2015-04-17 | 2015-04-18 01:56:21+0200 |     63.0 |     0 |             13.0 |         12.49 |            8.7
      G | 2015-04-17 | 2015-04-18 01:56:11+0200 |     63.0 |     0 |             13.0 |          12.4 |            8.7
      G | 2015-04-17 | 2015-04-18 01:56:00+0200 |     63.0 |     0 |             13.0 |         12.49 |           8.79
      G | 2015-04-17 | 2015-04-18 01:55:50+0200 |     63.0 |     0 |             13.0 |          12.4 |            8.7
      G | 2015-04-17 | 2015-04-18 01:55:40+0200 |     63.0 |     0 |             13.0 |          12.4 |            8.7
      G | 2015-04-17 | 2015-04-18 01:55:29+0200 |     63.0 |     0 |             13.0 |          12.4 |            8.7
      G | 2015-04-17 | 2015-04-18 01:55:19+0200 |     63.0 |     0 |             13.0 |         12.49 |            8.7
      G | 2015-04-17 | 2015-04-18 01:55:09+0200 |     63.0 |     0 |             13.0 |         12.49 |           8.61
