
 source | day        | time                     | humidity | light | temperaturecheck | temperaturein | temperatureout
--------+------------+--------------------------+----------+-------+------------------+---------------+----------------
      G | 2015-04-16 | 2015-04-17 01:59:50+0200 |     23.0 |     0 |             19.0 |         18.14 |           16.2
      G | 2015-04-16 | 2015-04-17 01:59:40+0200 |     23.0 |     0 |             19.0 |         18.05 |          16.12
      G | 2015-04-16 | 2015-04-17 01:59:29+0200 |     23.0 |     0 |             19.0 |         18.14 |           16.2
      G | 2015-04-16 | 2015-04-17 01:59:19+0200 |     23.0 |     0 |             19.0 |         18.14 |          16.12
      G | 2015-04-16 | 2015-04-17 01:59:09+0200 |     23.0 |     0 |             19.0 |         18.23 |          16.12
      G | 2015-04-16 | 2015-04-17 01:58:58+0200 |     23.0 |     0 |             19.0 |         18.14 |          16.12
      G | 2015-04-16 | 2015-04-17 01:58:48+0200 |     23.0 |     0 |             19.0 |         18.14 |           16.2
      G | 2015-04-16 | 2015-04-17 01:58:38+0200 |     23.0 |     0 |             19.0 |         18.05 |          16.12
      G | 2015-04-16 | 2015-04-17 01:58:27+0200 |     23.0 |     0 |             19.0 |         18.14 |           16.2
      G | 2015-04-16 | 2015-04-17 01:58:17+0200 |     23.0 |     0 |             19.0 |         18.14 |          16.29
      G | 2015-04-16 | 2015-04-17 01:58:07+0200 |     23.0 |     0 |             19.0 |         18.05 |           16.2
      G | 2015-04-16 | 2015-04-17 01:57:56+0200 |     23.0 |     0 |             19.0 |         18.05 |           16.2
      G | 2015-04-16 | 2015-04-17 01:57:46+0200 |     23.0 |     0 |             19.0 |         18.14 |           16.2
      G | 2015-04-16 | 2015-04-17 01:57:36+0200 |     23.0 |     0 |             19.0 |         18.05 |          16.29
      G | 2015-04-16 | 2015-04-17 01:57:25+0200 |     23.0 |     0 |             19.0 |         18.05 |           16.2
      G | 2015-04-16 | 2015-04-17 01:57:15+0200 |     23.0 |     0 |             19.0 |         18.14 |           16.2
      G | 2015-04-16 | 2015-04-17 01:57:05+0200 |     23.0 |     0 |             19.0 |         18.14 |          16.29
      G | 2015-04-16 | 2015-04-17 01:56:54+0200 |     23.0 |     0 |             19.0 |         18.14 |           16.2
      G | 2015-04-16 | 2015-04-17 01:56:44+0200 |     23.0 |     0 |             19.0 |         18.14 |           16.2
      G | 2015-04-16 | 2015-04-17 01:56:33+0200 |     23.0 |     0 |             19.0 |         18.14 |           16.2
      G | 2015-04-16 | 2015-04-17 01:56:23+0200 |     23.0 |     0 |             19.0 |         18.14 |           16.2
      G | 2015-04-16 | 2015-04-17 01:56:13+0200 |     23.0 |     0 |             19.0 |         18.14 |          16.12
