
 source | day        | time                     | humidity | light | temperaturecheck | temperaturein | temperatureout
--------+------------+--------------------------+----------+-------+------------------+---------------+----------------
      G | 2015-04-13 | 2015-04-14 01:59:51+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.65
      G | 2015-04-13 | 2015-04-14 01:59:41+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.65
      G | 2015-04-13 | 2015-04-14 01:59:30+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.65
      G | 2015-04-13 | 2015-04-14 01:58:38+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.56
      G | 2015-04-13 | 2015-04-14 01:58:28+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.38
      G | 2015-04-13 | 2015-04-14 01:58:18+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.38
      G | 2015-04-13 | 2015-04-14 01:57:47+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.56
      G | 2015-04-13 | 2015-04-14 01:57:16+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.47
      G | 2015-04-13 | 2015-04-14 01:56:55+0200 |     31.0 |     0 |             17.0 |          16.3 |           13.3
      G | 2015-04-13 | 2015-04-14 01:56:34+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.12
      G | 2015-04-13 | 2015-04-14 01:56:24+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.03
      G | 2015-04-13 | 2015-04-14 01:56:13+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.12
      G | 2015-04-13 | 2015-04-14 01:55:53+0200 |     31.0 |     0 |             17.0 |          16.3 |           13.3
      G | 2015-04-13 | 2015-04-14 01:55:32+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.38
      G | 2015-04-13 | 2015-04-14 01:54:30+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.56
      G | 2015-04-13 | 2015-04-14 01:54:09+0200 |     31.0 |     0 |             17.0 |          16.3 |          13.47
      G | 2015-04-13 | 2015-04-14 01:53:17+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.47
      G | 2015-04-13 | 2015-04-14 01:52:57+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.65
      G | 2015-04-13 | 2015-04-14 01:52:36+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.65
      G | 2015-04-13 | 2015-04-14 01:52:15+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.56
      G | 2015-04-13 | 2015-04-14 01:52:05+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.47
      G | 2015-04-13 | 2015-04-14 01:51:54+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.38
      G | 2015-04-13 | 2015-04-14 01:51:13+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.65
      G | 2015-04-13 | 2015-04-14 01:50:52+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.56
      G | 2015-04-13 | 2015-04-14 01:50:32+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.65
      G | 2015-04-13 | 2015-04-14 01:50:11+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.56
      G | 2015-04-13 | 2015-04-14 01:50:01+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.65
      G | 2015-04-13 | 2015-04-14 01:49:40+0200 |     31.0 |     0 |             17.0 |         16.39 |          13.74
      G | 2015-04-13 | 2015-04-14 01:49:29+0200 |     32.0 |     0 |             17.0 |         16.39 |          13.74
      G | 2015-04-13 | 2015-04-14 01:48:48+0200 |     32.0 |     0 |             17.0 |         16.39 |          13.65
      G | 2015-04-13 | 2015-04-14 01:48:27+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.74
      G | 2015-04-13 | 2015-04-14 01:48:07+0200 |     32.0 |     0 |             17.0 |         16.39 |          13.83
      G | 2015-04-13 | 2015-04-14 01:47:56+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.83
      G | 2015-04-13 | 2015-04-14 01:47:36+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.83
      G | 2015-04-13 | 2015-04-14 01:47:04+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.74
      G | 2015-04-13 | 2015-04-14 01:46:44+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.74
      G | 2015-04-13 | 2015-04-14 01:45:52+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.74
      G | 2015-04-13 | 2015-04-14 01:45:11+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.65
      G | 2015-04-13 | 2015-04-14 01:44:50+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.83
      G | 2015-04-13 | 2015-04-14 01:44:19+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.83
      G | 2015-04-13 | 2015-04-14 01:44:08+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.83
      G | 2015-04-13 | 2015-04-14 01:43:58+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.83
      G | 2015-04-13 | 2015-04-14 01:43:27+0200 |     32.0 |     0 |             17.0 |         16.48 |          13.91
      G | 2015-04-13 | 2015-04-14 01:43:06+0200 |     32.0 |     0 |             17.0 |         16.56 |          13.83
      G | 2015-04-13 | 2015-04-14 01:42:46+0200 |     32.0 |     0 |             17.0 |         16.56 |           14.0
      G | 2015-04-13 | 2015-04-14 01:41:54+0200 |     32.0 |     0 |             17.0 |         16.56 |           14.0
      G | 2015-04-13 | 2015-04-14 01:41:43+0200 |     32.0 |     0 |             17.0 |         16.56 |           14.0
      G | 2015-04-13 | 2015-04-14 01:41:23+0200 |     32.0 |     0 |             17.0 |         16.56 |          13.91
      G | 2015-04-13 | 2015-04-14 01:41:12+0200 |     32.0 |     0 |             17.0 |         16.56 |          13.91
      G | 2015-04-13 | 2015-04-14 01:40:52+0200 |     32.0 |     0 |             17.0 |         16.56 |           14.0
      G | 2015-04-13 | 2015-04-14 01:40:41+0200 |     32.0 |     0 |             17.0 |         16.56 |           14.0
      G | 2015-04-13 | 2015-04-14 01:39:29+0200 |     32.0 |     0 |             17.0 |         16.56 |          13.91
      G | 2015-04-13 | 2015-04-14 01:39:18+0200 |     32.0 |     0 |             17.0 |         16.65 |          13.91
      G | 2015-04-13 | 2015-04-14 01:39:08+0200 |     32.0 |     0 |             17.0 |         16.56 |          13.91
      G | 2015-04-13 | 2015-04-14 01:38:58+0200 |     32.0 |     0 |             17.0 |         16.56 |          13.83
      G | 2015-04-13 | 2015-04-14 01:37:25+0200 |     32.0 |     0 |             17.0 |         16.56 |          13.74
      G | 2015-04-13 | 2015-04-14 01:37:04+0200 |     32.0 |     0 |             17.0 |         16.65 |          13.83
      G | 2015-04-13 | 2015-04-14 01:36:43+0200 |     32.0 |     0 |             17.0 |         16.56 |           14.0
      G | 2015-04-13 | 2015-04-14 01:36:33+0200 |     32.0 |     0 |             17.0 |         16.56 |           14.0
      G | 2015-04-13 | 2015-04-14 01:36:02+0200 |     32.0 |     0 |             18.0 |         16.56 |          13.91
      G | 2015-04-13 | 2015-04-14 01:35:20+0200 |     32.0 |     0 |             17.0 |         16.56 |          13.91
      G | 2015-04-13 | 2015-04-14 01:33:57+0200 |     32.0 |     0 |             18.0 |         16.65 |           14.0
      G | 2015-04-13 | 2015-04-14 01:33:26+0200 |     32.0 |     0 |             17.0 |         16.65 |           14.0
      G | 2015-04-13 | 2015-04-14 01:33:16+0200 |     32.0 |     0 |             18.0 |         16.65 |           14.0
      G | 2015-04-13 | 2015-04-14 01:32:03+0200 |     32.0 |     0 |             18.0 |         16.65 |          14.09
      G | 2015-04-13 | 2015-04-14 01:31:43+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.18
      G | 2015-04-13 | 2015-04-14 01:31:32+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.09
      G | 2015-04-13 | 2015-04-14 01:31:12+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.09
      G | 2015-04-13 | 2015-04-14 01:31:01+0200 |     33.0 |     0 |             18.0 |         16.65 |          14.09
      G | 2015-04-13 | 2015-04-14 01:30:51+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.09
      G | 2015-04-13 | 2015-04-14 01:30:41+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.09
      G | 2015-04-13 | 2015-04-14 01:30:30+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.09
      G | 2015-04-13 | 2015-04-14 01:29:59+0200 |     33.0 |     0 |             18.0 |         16.65 |           14.0
      G | 2015-04-13 | 2015-04-14 01:29:49+0200 |     33.0 |     0 |             18.0 |         16.65 |          14.09
      G | 2015-04-13 | 2015-04-14 01:29:18+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.18
      G | 2015-04-13 | 2015-04-14 01:29:07+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.18
      G | 2015-04-13 | 2015-04-14 01:28:16+0200 |     33.0 |     0 |             18.0 |         16.65 |          14.09
      G | 2015-04-13 | 2015-04-14 01:27:55+0200 |     33.0 |     0 |             18.0 |         16.74 |           14.0
      G | 2015-04-13 | 2015-04-14 01:27:24+0200 |     33.0 |     0 |             18.0 |         16.65 |          14.18
      G | 2015-04-13 | 2015-04-14 01:27:13+0200 |     33.0 |     0 |             18.0 |         16.65 |          14.18
      G | 2015-04-13 | 2015-04-14 01:27:03+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.18
      G | 2015-04-13 | 2015-04-14 01:26:42+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.18
      G | 2015-04-13 | 2015-04-14 01:26:32+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.09
      G | 2015-04-13 | 2015-04-14 01:26:11+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.18
      G | 2015-04-13 | 2015-04-14 01:26:01+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.18
      G | 2015-04-13 | 2015-04-14 01:25:40+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.27
      G | 2015-04-13 | 2015-04-14 01:24:59+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.09
      G | 2015-04-13 | 2015-04-14 01:24:49+0200 |     33.0 |     0 |             18.0 |         16.74 |          14.09
      G | 2015-04-13 | 2015-04-14 01:24:38+0200 |     34.0 |     0 |             18.0 |         16.74 |          14.09
      G | 2015-04-13 | 2015-04-14 01:24:28+0200 |     34.0 |     0 |             18.0 |         16.74 |          14.09
