
 source | day        | time                     | humidity | light | temperaturecheck | temperaturein | temperatureout
--------+------------+--------------------------+----------+-------+------------------+---------------+----------------
      G | 2015-04-08 | 2015-04-09 01:59:50+0200 |     41.0 |     0 |              8.0 |          6.32 |           4.66
      G | 2015-04-08 | 2015-04-09 01:59:40+0200 |     41.0 |     0 |              8.0 |          6.42 |           4.85
      G | 2015-04-08 | 2015-04-09 01:59:30+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.66
      G | 2015-04-08 | 2015-04-09 01:59:20+0200 |     41.0 |     0 |              8.0 |          6.42 |           4.94
      G | 2015-04-08 | 2015-04-09 01:59:09+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.85
      G | 2015-04-08 | 2015-04-09 01:58:59+0200 |     41.0 |     0 |              8.0 |          6.32 |           4.66
      G | 2015-04-08 | 2015-04-09 01:58:49+0200 |     41.0 |     0 |              8.0 |          6.42 |           4.94
      G | 2015-04-08 | 2015-04-09 01:58:38+0200 |     41.0 |     0 |              8.0 |           6.7 |           4.66
      G | 2015-04-08 | 2015-04-09 01:58:28+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.66
      G | 2015-04-08 | 2015-04-09 01:58:18+0200 |     41.0 |     0 |              8.0 |           6.7 |           4.75
      G | 2015-04-08 | 2015-04-09 01:58:07+0200 |     41.0 |     0 |              8.0 |          6.32 |           4.75
      G | 2015-04-08 | 2015-04-09 01:57:57+0200 |     41.0 |     0 |              8.0 |          6.42 |           4.85
      G | 2015-04-08 | 2015-04-09 01:57:47+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.75
      G | 2015-04-08 | 2015-04-09 01:57:37+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.56
      G | 2015-04-08 | 2015-04-09 01:57:26+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.75
      G | 2015-04-08 | 2015-04-09 01:57:16+0200 |     41.0 |     0 |              8.0 |          6.42 |           4.75
      G | 2015-04-08 | 2015-04-09 01:57:06+0200 |     41.0 |     0 |              8.0 |          6.32 |           4.75
      G | 2015-04-08 | 2015-04-09 01:56:55+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.56
      G | 2015-04-08 | 2015-04-09 01:56:45+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.46
      G | 2015-04-08 | 2015-04-09 01:56:35+0200 |     41.0 |     0 |              8.0 |          6.32 |           4.56
      G | 2015-04-08 | 2015-04-09 01:56:24+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.56
      G | 2015-04-08 | 2015-04-09 01:56:14+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.85
      G | 2015-04-08 | 2015-04-09 01:56:04+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.85
      G | 2015-04-08 | 2015-04-09 01:55:54+0200 |     41.0 |     0 |              8.0 |          6.42 |           5.04
      G | 2015-04-08 | 2015-04-09 01:55:43+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.85
      G | 2015-04-08 | 2015-04-09 01:55:33+0200 |     41.0 |     0 |              8.0 |           6.7 |           4.75
      G | 2015-04-08 | 2015-04-09 01:55:23+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.46
      G | 2015-04-08 | 2015-04-09 01:55:12+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.56
      G | 2015-04-08 | 2015-04-09 01:55:02+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.66
      G | 2015-04-08 | 2015-04-09 01:54:52+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.56
      G | 2015-04-08 | 2015-04-09 01:54:41+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.56
      G | 2015-04-08 | 2015-04-09 01:54:31+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.75
      G | 2015-04-08 | 2015-04-09 01:54:21+0200 |     41.0 |     0 |              8.0 |          6.42 |           4.94
      G | 2015-04-08 | 2015-04-09 01:54:11+0200 |     41.0 |     0 |              8.0 |          6.32 |           4.94
      G | 2015-04-08 | 2015-04-09 01:54:00+0200 |     41.0 |     0 |              8.0 |           6.7 |           4.85
      G | 2015-04-08 | 2015-04-09 01:53:50+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.85
      G | 2015-04-08 | 2015-04-09 01:53:40+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.85
      G | 2015-04-08 | 2015-04-09 01:53:29+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.94
      G | 2015-04-08 | 2015-04-09 01:53:19+0200 |     41.0 |     0 |              8.0 |          6.42 |           4.75
      G | 2015-04-08 | 2015-04-09 01:53:09+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.75
      G | 2015-04-08 | 2015-04-09 01:52:58+0200 |     41.0 |     0 |              8.0 |          6.42 |           4.75
      G | 2015-04-08 | 2015-04-09 01:52:48+0200 |     41.0 |     0 |              8.0 |           6.7 |           4.75
      G | 2015-04-08 | 2015-04-09 01:52:38+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.66
      G | 2015-04-08 | 2015-04-09 01:52:27+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.46
      G | 2015-04-08 | 2015-04-09 01:52:17+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.75
      G | 2015-04-08 | 2015-04-09 01:52:07+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.85
      G | 2015-04-08 | 2015-04-09 01:51:57+0200 |     41.0 |     0 |              8.0 |          6.61 |           4.85
      G | 2015-04-08 | 2015-04-09 01:51:46+0200 |     41.0 |     0 |              8.0 |          6.42 |           4.75
      G | 2015-04-08 | 2015-04-09 01:51:36+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.75
      G | 2015-04-08 | 2015-04-09 01:51:26+0200 |     41.0 |     0 |              8.0 |           6.7 |           4.75
      G | 2015-04-08 | 2015-04-09 01:51:15+0200 |     41.0 |     0 |              8.0 |          6.51 |           4.75
      G | 2015-04-08 | 2015-04-09 01:51:05+0200 |     41.0 |     0 |              8.0 |           6.7 |           4.66
      G | 2015-04-08 | 2015-04-09 01:50:55+0200 |     41.0 |     0 |              8.0 |          6.42 |           4.75
