
 source | day        | time                     | humidity | light | temperaturecheck | temperaturein | temperatureout
--------+------------+--------------------------+----------+-------+------------------+---------------+----------------
      G | 2015-04-15 | 2015-04-16 01:59:51+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.56
      G | 2015-04-15 | 2015-04-16 01:59:41+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.28
      G | 2015-04-15 | 2015-04-16 01:59:31+0200 |     24.0 |     0 |             15.0 |         13.38 |           6.66
      G | 2015-04-15 | 2015-04-16 01:59:20+0200 |     24.0 |     0 |             15.0 |         13.38 |           7.22
      G | 2015-04-15 | 2015-04-16 01:59:10+0200 |     24.0 |     0 |             15.0 |         13.47 |           7.13
      G | 2015-04-15 | 2015-04-16 01:59:00+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.37
      G | 2015-04-15 | 2015-04-16 01:58:49+0200 |     24.0 |     0 |             15.0 |         13.47 |           7.03
      G | 2015-04-15 | 2015-04-16 01:58:39+0200 |     24.0 |     0 |             15.0 |         13.38 |            5.9
      G | 2015-04-15 | 2015-04-16 01:58:29+0200 |     24.0 |     0 |             15.0 |         13.38 |           6.09
      G | 2015-04-15 | 2015-04-16 01:58:18+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.94
      G | 2015-04-15 | 2015-04-16 01:58:08+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.09
      G | 2015-04-15 | 2015-04-16 01:57:58+0200 |     24.0 |     0 |             15.0 |         13.38 |           6.66
      G | 2015-04-15 | 2015-04-16 01:57:47+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.94
      G | 2015-04-15 | 2015-04-16 01:57:37+0200 |     24.0 |     0 |             15.0 |         13.38 |           6.47
      G | 2015-04-15 | 2015-04-16 01:57:27+0200 |     24.0 |     0 |             15.0 |         13.56 |           7.13
      G | 2015-04-15 | 2015-04-16 01:57:16+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.94
      G | 2015-04-15 | 2015-04-16 01:57:06+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.56
      G | 2015-04-15 | 2015-04-16 01:56:56+0200 |     24.0 |     0 |             15.0 |         13.38 |           6.66
      G | 2015-04-15 | 2015-04-16 01:56:45+0200 |     24.0 |     0 |             15.0 |         13.56 |           7.13
      G | 2015-04-15 | 2015-04-16 01:56:35+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.75
      G | 2015-04-15 | 2015-04-16 01:56:25+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.28
      G | 2015-04-15 | 2015-04-16 01:56:14+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.94
      G | 2015-04-15 | 2015-04-16 01:56:04+0200 |     24.0 |     0 |             15.0 |         13.47 |           7.13
      G | 2015-04-15 | 2015-04-16 01:55:53+0200 |     24.0 |     0 |             15.0 |         13.38 |           7.31
      G | 2015-04-15 | 2015-04-16 01:55:43+0200 |     24.0 |     0 |             15.0 |         13.47 |           7.13
      G | 2015-04-15 | 2015-04-16 01:55:33+0200 |     24.0 |     0 |             15.0 |         13.38 |           7.03
      G | 2015-04-15 | 2015-04-16 01:55:22+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.37
      G | 2015-04-15 | 2015-04-16 01:55:12+0200 |     24.0 |     0 |             15.0 |         13.38 |           7.03
      G | 2015-04-15 | 2015-04-16 01:55:02+0200 |     24.0 |     0 |             15.0 |         13.38 |           7.03
      G | 2015-04-15 | 2015-04-16 01:54:51+0200 |     24.0 |     0 |             15.0 |         13.47 |           7.13
      G | 2015-04-15 | 2015-04-16 01:54:41+0200 |     24.0 |     0 |             15.0 |         13.38 |           6.47
      G | 2015-04-15 | 2015-04-16 01:54:31+0200 |     24.0 |     0 |             15.0 |         13.47 |           7.22
      G | 2015-04-15 | 2015-04-16 01:54:20+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.85
      G | 2015-04-15 | 2015-04-16 01:54:10+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.94
      G | 2015-04-15 | 2015-04-16 01:54:00+0200 |     24.0 |     0 |             15.0 |         13.38 |           7.22
      G | 2015-04-15 | 2015-04-16 01:53:49+0200 |     24.0 |     0 |             15.0 |         13.38 |           6.94
      G | 2015-04-15 | 2015-04-16 01:53:39+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.85
      G | 2015-04-15 | 2015-04-16 01:53:29+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.28
      G | 2015-04-15 | 2015-04-16 01:53:18+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.66
      G | 2015-04-15 | 2015-04-16 01:53:08+0200 |     24.0 |     0 |             15.0 |         13.56 |           7.03
      G | 2015-04-15 | 2015-04-16 01:52:58+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.47
      G | 2015-04-15 | 2015-04-16 01:52:47+0200 |     24.0 |     0 |             15.0 |         13.56 |           7.03
      G | 2015-04-15 | 2015-04-16 01:52:37+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.28
      G | 2015-04-15 | 2015-04-16 01:52:27+0200 |     24.0 |     0 |             15.0 |         13.56 |           7.13
      G | 2015-04-15 | 2015-04-16 01:52:16+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.56
      G | 2015-04-15 | 2015-04-16 01:52:06+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.94
      G | 2015-04-15 | 2015-04-16 01:51:55+0200 |     24.0 |     0 |             15.0 |         13.47 |           6.85
      G | 2015-04-15 | 2015-04-16 01:51:45+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.66
      G | 2015-04-15 | 2015-04-16 01:51:35+0200 |     24.0 |     0 |             15.0 |         13.47 |           7.03
      G | 2015-04-15 | 2015-04-16 01:51:24+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.94
      G | 2015-04-15 | 2015-04-16 01:51:14+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.37
      G | 2015-04-15 | 2015-04-16 01:51:04+0200 |     24.0 |     0 |             15.0 |         13.56 |           6.75
      G | 2015-04-15 | 2015-04-16 01:50:53+0200 |     24.0 |     0 |             15.0 |         13.65 |           6.66
      G | 2015-04-15 | 2015-04-16 01:50:43+0200 |     24.0 |     0 |             15.0 |         13.56 |           7.31
      G | 2015-04-15 | 2015-04-16 01:50:33+0200 |     24.0 |     0 |             15.0 |         13.65 |           7.31
      G | 2015-04-15 | 2015-04-16 01:50:22+0200 |     24.0 |     0 |             15.0 |         13.56 |           7.31
      G | 2015-04-15 | 2015-04-16 01:50:12+0200 |     24.0 |     0 |             15.0 |         13.65 |           6.37
      G | 2015-04-15 | 2015-04-16 01:50:02+0200 |     24.0 |     0 |             15.0 |         13.65 |            7.5
      G | 2015-04-15 | 2015-04-16 01:49:51+0200 |     24.0 |     0 |             15.0 |         13.65 |           6.75
      G | 2015-04-15 | 2015-04-16 01:49:41+0200 |     24.0 |     0 |             15.0 |         13.65 |           7.22
      G | 2015-04-15 | 2015-04-16 01:49:31+0200 |     24.0 |     0 |             15.0 |         13.65 |           6.75
      G | 2015-04-15 | 2015-04-16 01:49:20+0200 |     24.0 |     0 |             15.0 |         13.65 |           7.13
      G | 2015-04-15 | 2015-04-16 01:49:10+0200 |     24.0 |     0 |             15.0 |         13.65 |           7.03
      G | 2015-04-15 | 2015-04-16 01:49:00+0200 |     24.0 |     0 |             15.0 |         13.56 |           7.03
      G | 2015-04-15 | 2015-04-16 01:48:49+0200 |     24.0 |     0 |             15.0 |         13.65 |           7.31
      G | 2015-04-15 | 2015-04-16 01:48:39+0200 |     24.0 |     0 |             15.0 |         13.74 |           7.22
      G | 2015-04-15 | 2015-04-16 01:48:28+0200 |     24.0 |     0 |             15.0 |         13.74 |           7.31
      G | 2015-04-15 | 2015-04-16 01:48:18+0200 |     24.0 |     0 |             15.0 |         13.74 |           7.31
      G | 2015-04-15 | 2015-04-16 01:48:08+0200 |     24.0 |     0 |             15.0 |         13.74 |           7.13
      G | 2015-04-15 | 2015-04-16 01:47:57+0200 |     24.0 |     0 |             15.0 |         13.74 |           7.13
      G | 2015-04-15 | 2015-04-16 01:47:47+0200 |     24.0 |     0 |             15.0 |         13.74 |           7.41
      G | 2015-04-15 | 2015-04-16 01:47:37+0200 |     24.0 |     0 |             15.0 |         13.74 |           7.31
      G | 2015-04-15 | 2015-04-16 01:47:26+0200 |     24.0 |     0 |             15.0 |         13.65 |           7.03
      G | 2015-04-15 | 2015-04-16 01:47:16+0200 |     24.0 |     0 |             15.0 |         13.65 |           7.31
      G | 2015-04-15 | 2015-04-16 01:47:06+0200 |     24.0 |     0 |             15.0 |         13.74 |           7.13
      G | 2015-04-15 | 2015-04-16 01:46:55+0200 |     24.0 |     0 |             15.0 |         13.65 |           7.41
      G | 2015-04-15 | 2015-04-16 01:46:45+0200 |     24.0 |     0 |             15.0 |         13.74 |           6.56
      G | 2015-04-15 | 2015-04-16 01:46:35+0200 |     24.0 |     0 |             15.0 |         13.65 |           6.66
      G | 2015-04-15 | 2015-04-16 01:46:24+0200 |     24.0 |     0 |             15.0 |         13.74 |           6.94
      G | 2015-04-15 | 2015-04-16 01:46:14+0200 |     24.0 |     0 |             15.0 |         13.83 |           6.94
      G | 2015-04-15 | 2015-04-16 01:46:03+0200 |     24.0 |     0 |             15.0 |         13.65 |           7.22
      G | 2015-04-15 | 2015-04-16 01:45:53+0200 |     24.0 |     0 |             15.0 |         13.83 |           7.22
      G | 2015-04-15 | 2015-04-16 01:45:43+0200 |     24.0 |     0 |             15.0 |         13.74 |           6.94
      G | 2015-04-15 | 2015-04-16 01:45:32+0200 |     24.0 |     0 |             15.0 |         13.83 |           6.56
      G | 2015-04-15 | 2015-04-16 01:45:22+0200 |     24.0 |     0 |             15.0 |         13.92 |           7.41
      G | 2015-04-15 | 2015-04-16 01:45:12+0200 |     24.0 |     0 |             15.0 |         13.74 |           7.22
      G | 2015-04-15 | 2015-04-16 01:45:01+0200 |     24.0 |     0 |             15.0 |         13.83 |           7.22
      G | 2015-04-15 | 2015-04-16 01:44:51+0200 |     24.0 |     0 |             15.0 |         13.74 |           7.03
      G | 2015-04-15 | 2015-04-16 01:44:41+0200 |     24.0 |     0 |             15.0 |         13.92 |           6.47
      G | 2015-04-15 | 2015-04-16 01:44:30+0200 |     24.0 |     0 |             15.0 |         13.83 |           6.75
      G | 2015-04-15 | 2015-04-16 01:44:20+0200 |     24.0 |     0 |             15.0 |         13.92 |           7.59
